
英国 · 本土,#genre#
毒枭,http://lunar.pm:8080/RandyJ/9876/134228
俏妞新世代,http://lunar.pm:8080/RandyJ/9876/134229
纽哈特,http://lunar.pm:8080/RandyJ/9876/134230
纽约重案组,http://lunar.pm:8080/RandyJ/9876/134231
巴士奇缘,http://lunar.pm:8080/RandyJ/9876/134232
童话镇,http://lunar.pm:8080/RandyJ/9876/134233
一脚进坟墓,http://lunar.pm:8080/RandyJ/9876/134234
篮球兄弟,http://lunar.pm:8080/RandyJ/9876/134235
只有傻瓜和马,http://lunar.pm:8080/RandyJ/9876/134236
只有傻瓜和马特别篇,http://lunar.pm:8080/RandyJ/9876/134237
女子监狱,http://lunar.pm:8080/RandyJ/9876/134238
古战场传奇,http://lunar.pm:8080/RandyJ/9876/134239
帕姆与汤米,http://lunar.pm:8080/RandyJ/9876/134240
公园与游憩,http://lunar.pm:8080/RandyJ/9876/134241
典当之星,http://lunar.pm:8080/RandyJ/9876/134242
浴血黑帮,http://lunar.pm:8080/RandyJ/9876/134243
窥视秀,http://lunar.pm:8080/RandyJ/9876/134244
潘与泰勒：骗你没商量,http://lunar.pm:8080/RandyJ/9876/134245
人民已经一无所有,http://lunar.pm:8080/RandyJ/9876/134246
疑犯追踪,http://lunar.pm:8080/RandyJ/9876/134247
彼得·凯的车享,http://lunar.pm:8080/RandyJ/9876/134248
凤凰之夜,http://lunar.pm:8080/RandyJ/9876/134249
波尔达克,http://lunar.pm:8080/RandyJ/9876/134250
粥,http://lunar.pm:8080/RandyJ/9876/134251
权力,http://lunar.pm:8080/RandyJ/9876/134252
权欲第二章：幽灵,http://lunar.pm:8080/RandyJ/9876/134253
美少女的谎言,http://lunar.pm:8080/RandyJ/9876/134254
越狱,http://lunar.pm:8080/RandyJ/9876/134255
南方女王,http://lunar.pm:8080/RandyJ/9876/134256
拉布·C·内斯比特,http://lunar.pm:8080/RandyJ/9876/134257
拉姆齐的厨房噩梦,http://lunar.pm:8080/RandyJ/9876/134258
雷·多诺万,http://lunar.pm:8080/RandyJ/9876/134259
侠探杰克,http://lunar.pm:8080/RandyJ/9876/134260
红矮星号,http://lunar.pm:8080/RandyJ/9876/134261
红矮星号（特别篇）,http://lunar.pm:8080/RandyJ/9876/134262
雷明顿·斯蒂尔,http://lunar.pm:8080/RandyJ/9876/134263
理查德·哈蒙德的巨作,http://lunar.pm:8080/RandyJ/9876/134264
瑞克和莫蒂,http://lunar.pm:8080/RandyJ/9876/134265
升起的 damp,http://lunar.pm:8080/RandyJ/9876/134266
河流怪物,http://lunar.pm:8080/RandyJ/9876/134267
妙女神探,http://lunar.pm:8080/RandyJ/9876/134268
罗布森的极限钓鱼挑战,http://lunar.pm:8080/RandyJ/9876/134269
罗斯·坎普的黑帮,http://lunar.pm:8080/RandyJ/9876/134270
交战规则,http://lunar.pm:8080/RandyJ/9876/134271
安全（哈兰·科本）,http://lunar.pm:8080/RandyJ/9876/134272
桑福德和儿子,http://lunar.pm:8080/RandyJ/9876/134273
富家穷路,http://lunar.pm:8080/RandyJ/9876/134274
实习医生风云,http://lunar.pm:8080/RandyJ/9876/134275
宋飞正传,http://lunar.pm:8080/RandyJ/9876/134276
欲望都市,http://lunar.pm:8080/RandyJ/9876/134277
无耻之徒,http://lunar.pm:8080/RandyJ/9876/134278
神探夏洛克,http://lunar.pm:8080/RandyJ/9876/134279
西蒙与西蒙,http://lunar.pm:8080/RandyJ/9876/134280
皮囊,http://lunar.pm:8080/RandyJ/9876/134281
流人,http://lunar.pm:8080/RandyJ/9876/134282
超人前传,http://lunar.pm:8080/RandyJ/9876/134283
有些妈妈就是这样,http://lunar.pm:8080/RandyJ/9876/134284
混乱之子,http://lunar.pm:8080/RandyJ/9876/134285
南方公园,http://lunar.pm:8080/RandyJ/9876/134286
星际迷航：深空九号,http://lunar.pm:8080/RandyJ/9876/134287
星际迷航系列,http://lunar.pm:8080/RandyJ/9876/134288
星际迷航：发现号,http://lunar.pm:8080/RandyJ/9876/134289
星际迷航：企业号,http://lunar.pm:8080/RandyJ/9876/134290
星际迷航：皮卡德,http://lunar.pm:8080/RandyJ/9876/134291
星际迷航：神童,http://lunar.pm:8080/RandyJ/9876/134292
星际迷航：下一代,http://lunar.pm:8080/RandyJ/9876/134293
星际迷航：航海家号,http://lunar.pm:8080/RandyJ/9876/134294
星球大战：克隆人战争,http://lunar.pm:8080/RandyJ/9876/134295
星际之门：亚特兰蒂斯,http://lunar.pm:8080/RandyJ/9876/134296
星际之门：SG-1,http://lunar.pm:8080/RandyJ/9876/134297
星际之门：宇宙,http://lunar.pm:8080/RandyJ/9876/134298
保持亲密（哈兰·科本）,http://lunar.pm:8080/RandyJ/9876/134299
斯特拉,http://lunar.pm:8080/RandyJ/9876/134300
一步一步来,http://lunar.pm:8080/RandyJ/9876/134301
依然游戏,http://lunar.pm:8080/RandyJ/9876/134302
依然营业,http://lunar.pm:8080/RandyJ/9876/134303
怪奇物语,http://lunar.pm:8080/RandyJ/9876/134304
继承之战,http://lunar.pm:8080/RandyJ/9876/134305
金装律师,http://lunar.pm:8080/RandyJ/9876/134306
桑德兰直到我死,http://lunar.pm:8080/RandyJ/9876/134307
超级商店,http://lunar.pm:8080/RandyJ/9876/134308
T.J. 胡克,http://lunar.pm:8080/RandyJ/9876/134309
魔界奇谭,http://lunar.pm:8080/RandyJ/9876/134310
出租车,http://lunar.pm:8080/RandyJ/9876/134311
教师,http://lunar.pm:8080/RandyJ/9876/134312
天线宝宝,http://lunar.pm:8080/RandyJ/9876/134313
终结者：莎拉·康纳编年史,http://lunar.pm:8080/RandyJ/9876/134314
地球百子,http://lunar.pm:8080/RandyJ/9876/134315
天龙特攻队,http://lunar.pm:8080/RandyJ/9876/134316
阿博特和科斯特洛秀,http://lunar.pm:8080/RandyJ/9876/134317
安迪·格里菲斯秀,http://lunar.pm:8080/RandyJ/9876/134318
伯尼·麦克秀,http://lunar.pm:8080/RandyJ/9876/134319
生活大爆炸,http://lunar.pm:8080/RandyJ/9876/134320
警探比尔,http://lunar.pm:8080/RandyJ/9876/134321
蓝色星球,http://lunar.pm:8080/RandyJ/9876/134322
黑袍纠察队,http://lunar.pm:8080/RandyJ/9876/134323
康纳一家,http://lunar.pm:8080/RandyJ/9876/134324
考斯比秀,http://lunar.pm:8080/RandyJ/9876/134325
鳄鱼猎手,http://lunar.pm:8080/RandyJ/9876/134326
橡树岛的诅咒,http://lunar.pm:8080/RandyJ/9876/134327
五月的可爱花蕾,http://lunar.pm:8080/RandyJ/9876/134328
侦探们,http://lunar.pm:8080/RandyJ/9876/134329
迪克·范·戴克秀,http://lunar.pm:8080/RandyJ/9876/134330
哈扎德公爵,http://lunar.pm:8080/RandyJ/9876/134331
快秀,http://lunar.pm:8080/RandyJ/9876/134332
新鲜王子妙事多,http://lunar.pm:8080/RandyJ/9876/134333
黄金女郎,http://lunar.pm:8080/RandyJ/9876/134334
大旅行,http://lunar.pm:8080/RandyJ/9876/134335
蜜月期,http://lunar.pm:8080/RandyJ/9876/134336
中间人,http://lunar.pm:8080/RandyJ/9876/134337
无敌浩克,http://lunar.pm:8080/RandyJ/9876/134338
IT狂人,http://lunar.pm:8080/RandyJ/9876/134339
杰瑞米·凯尔秀,http://lunar.pm:8080/RandyJ/9876/134340
后中之王,http://lunar.pm:8080/RandyJ/9876/134341
超感神探,http://lunar.pm:8080/RandyJ/9876/134342
左右不逢源,http://lunar.pm:8080/RandyJ/9876/134343
生活的呻吟,http://lunar.pm:8080/RandyJ/9876/134344
芒斯特一家,http://lunar.pm:8080/RandyJ/9876/134345
夜班医生,http://lunar.pm:8080/RandyJ/9876/134346
橘子郡男孩,http://lunar.pm:8080/RandyJ/9876/134347
办公室（英国版）,http://lunar.pm:8080/RandyJ/9876/134348
办公室（美国版）,http://lunar.pm:8080/RandyJ/9876/134349
初代吸血鬼,http://lunar.pm:8080/RandyJ/9876/134350
帕特里奇家族,http://lunar.pm:8080/RandyJ/9876/134351
洛克福德档案,http://lunar.pm:8080/RandyJ/9876/134352
罗伊尔一家,http://lunar.pm:8080/RandyJ/9876/134353
皮肤行者牧场的秘密,http://lunar.pm:8080/RandyJ/9876/134354
盾牌,http://lunar.pm:8080/RandyJ/9876/134355
辛普森一家,http://lunar.pm:8080/RandyJ/9876/134356
六百万美元先生,http://lunar.pm:8080/RandyJ/9876/134357
黑道家族,http://lunar.pm:8080/RandyJ/9876/134358
血族,http://lunar.pm:8080/RandyJ/9876/134359
陌生人（哈兰·科本）,http://lunar.pm:8080/RandyJ/9876/134360
瘦蓝线,http://lunar.pm:8080/RandyJ/9876/134361
都铎王朝,http://lunar.pm:8080/RandyJ/9876/134362
约会男女,http://lunar.pm:8080/RandyJ/9876/134363
吸血鬼日记,http://lunar.pm:8080/RandyJ/9876/134364
迪布利牧师,http://lunar.pm:8080/RandyJ/9876/134365
行尸走肉,http://lunar.pm:8080/RandyJ/9876/134366
行尸走肉：达里尔·迪克森,http://lunar.pm:8080/RandyJ/9876/134367
行尸走肉：死亡之城,http://lunar.pm:8080/RandyJ/9876/134368
沃尔顿一家,http://lunar.pm:8080/RandyJ/9876/134369
白宫风云,http://lunar.pm:8080/RandyJ/9876/134370
火线,http://lunar.pm:8080/RandyJ/9876/134371
墙里的女人,http://lunar.pm:8080/RandyJ/9876/134372
岁月峥嵘,http://lunar.pm:8080/RandyJ/9876/134373
X档案,http://lunar.pm:8080/RandyJ/9876/134374
年轻人,http://lunar.pm:8080/RandyJ/9876/134375
这个国家,http://lunar.pm:8080/RandyJ/9876/134376
三人行,http://lunar.pm:8080/RandyJ/9876/134377
上层男孩,http://lunar.pm:8080/RandyJ/9876/134378
巅峰拍档,http://lunar.pm:8080/RandyJ/9876/134379
拖车公园男孩,http://lunar.pm:8080/RandyJ/9876/134380
树屋大师,http://lunar.pm:8080/RandyJ/9876/134381
超市喜剧,http://lunar.pm:8080/RandyJ/9876/134382
真探,http://lunar.pm:8080/RandyJ/9876/134383
塔尔萨之王,http://lunar.pm:8080/RandyJ/9876/134384
双峰,http://lunar.pm:8080/RandyJ/9876/134385
好汉两个半,http://lunar.pm:8080/RandyJ/9876/134386
两品脱啤酒和一包薯片,http://lunar.pm:8080/RandyJ/9876/134387
副总统,http://lunar.pm:8080/RandyJ/9876/134388
德州巡警,http://lunar.pm:8080/RandyJ/9876/134389
单身毒妈,http://lunar.pm:8080/RandyJ/9876/134390
欢迎归来科特,http://lunar.pm:8080/RandyJ/9876/134391
温特沃斯,http://lunar.pm:8080/RandyJ/9876/134392
西部世界,http://lunar.pm:8080/RandyJ/9876/134393
二手车猎人,http://lunar.pm:8080/RandyJ/9876/134394
白金,http://lunar.pm:8080/RandyJ/9876/134395
谁是老大,http://lunar.pm:8080/RandyJ/9876/134396
邪恶金枪鱼,http://lunar.pm:8080/RandyJ/9876/134397
翻山越岭（美国版）,http://lunar.pm:8080/RandyJ/9876/134398
WWE摔角狂热,http://lunar.pm:8080/RandyJ/9876/134399
黄石,http://lunar.pm:8080/RandyJ/9876/134400
你,http://lunar.pm:8080/RandyJ/9876/134401
少年谢尔顿,http://lunar.pm:8080/RandyJ/9876/134402
佐伊101,http://lunar.pm:8080/RandyJ/9876/134403





儿童动画,#genre#


探险活宝,http://lunar.pm:8080/RandyJ/9876/134404
阿拉丁,http://lunar.pm:8080/RandyJ/9876/134405
蛙小侠,http://lunar.pm:8080/RandyJ/9876/134406
问问故事机器人,http://lunar.pm:8080/RandyJ/9876/134407
巴尼和朋友们,http://lunar.pm:8080/RandyJ/9876/134408
大蓝屋的熊,http://lunar.pm:8080/RandyJ/9876/134409
甲壳虫乐队,http://lunar.pm:8080/RandyJ/9876/134410
少年骇客,http://lunar.pm:8080/RandyJ/9876/134411
本和霍利的小王国,http://lunar.pm:8080/RandyJ/9876/134412
小兔兵兵,http://lunar.pm:8080/RandyJ/9876/134413
烈焰与怪兽机器,http://lunar.pm:8080/RandyJ/9876/134414
蓝色线索与你们！,http://lunar.pm:8080/RandyJ/9876/134415
布鲁伊,http://lunar.pm:8080/RandyJ/9876/134416
巴布工程师,http://lunar.pm:8080/RandyJ/9876/134417
泡泡孔雀鱼,http://lunar.pm:8080/RandyJ/9876/134418
可可瓜,http://lunar.pm:8080/RandyJ/9876/134419
好奇的乔治,http://lunar.pm:8080/RandyJ/9876/134420
幻影丹尼,http://lunar.pm:8080/RandyJ/9876/134421
德克斯特的实验室,http://lunar.pm:8080/RandyJ/9876/134422
恐龙牧场,http://lunar.pm:8080/RandyJ/9876/134423
迪士尼经典1,http://lunar.pm:8080/RandyJ/9876/134424
迪士尼经典2,http://lunar.pm:8080/RandyJ/9876/134425
玩具小医生,http://lunar.pm:8080/RandyJ/9876/134426
爱探险的朵拉,http://lunar.pm:8080/RandyJ/9876/134427
消防员山姆,http://lunar.pm:8080/RandyJ/9876/134428
飞出个未来,http://lunar.pm:8080/RandyJ/9876/134429
冲冲！科里·卡森,http://lunar.pm:8080/RandyJ/9876/134430
汉娜·蒙塔娜,http://lunar.pm:8080/RandyJ/9876/134431
嘿！阿诺德,http://lunar.pm:8080/RandyJ/9876/134432
嘿！道奇,http://lunar.pm:8080/RandyJ/9876/134433
淘气亨利,http://lunar.pm:8080/RandyJ/9876/134434
花园宝宝,http://lunar.pm:8080/RandyJ/9876/134435
杰克与梦幻岛海盗,http://lunar.pm:8080/RandyJ/9876/134436
约翰尼·布拉沃,http://lunar.pm:8080/RandyJ/9876/134437
正义联盟,http://lunar.pm:8080/RandyJ/9876/134438
奇波与神奇动物的时代,http://lunar.pm:8080/RandyJ/9876/134439
懒人小镇,http://lunar.pm:8080/RandyJ/9876/134440
丽兹·麦奎尔,http://lunar.pm:8080/RandyJ/9876/134441
乐一通,http://lunar.pm:8080/RandyJ/9876/134442
玛莎和熊,http://lunar.pm:8080/RandyJ/9876/134443
米奇妙妙屋,http://lunar.pm:8080/RandyJ/9876/134444
怪物高中,http://lunar.pm:8080/RandyJ/9876/134445
憨豆先生动画系列,http://lunar.pm:8080/RandyJ/9876/134446
童谣,http://lunar.pm:8080/RandyJ/9876/134447
海底小纵队,http://lunar.pm:8080/RandyJ/9876/134448
汪汪队立大功,http://lunar.pm:8080/RandyJ/9876/134449
小猪佩奇,http://lunar.pm:8080/RandyJ/9876/134450
彼得兔,http://lunar.pm:8080/RandyJ/9876/134451
飞哥与小佛,http://lunar.pm:8080/RandyJ/9876/134452
飞哥与小佛,http://lunar.pm:8080/RandyJ/9876/134453
蒙面睡衣侠,http://lunar.pm:8080/RandyJ/9876/134454
宝可梦,http://lunar.pm:8080/RandyJ/9876/134455
恐龙战队,http://lunar.pm:8080/RandyJ/9876/134456
啦啦呼噪的狮子,http://lunar.pm:8080/RandyJ/9876/134457
摇摇铃！,http://lunar.pm:8080/RandyJ/9876/134458
课间休息,http://lunar.pm:8080/RandyJ/9876/134459
洛克的现代生活,http://lunar.pm:8080/RandyJ/9876/134460
小淘气,http://lunar.pm:8080/RandyJ/9876/134461
少年女巫,http://lunar.pm:8080/RandyJ/9876/134462
你在哪里！,http://lunar.pm:8080/RandyJ/9876/134463
芝麻街,http://lunar.pm:8080/RandyJ/9876/134464
小羊肖恩,http://lunar.pm:8080/RandyJ/9876/134465
闪闪与闪耀,http://lunar.pm:8080/RandyJ/9876/134466
怪物史莱克,http://lunar.pm:8080/RandyJ/9876/134467
蜘蛛侠和他神奇的朋友们,http://lunar.pm:8080/RandyJ/9876/134468
海绵宝宝,http://lunar.pm:8080/RandyJ/9876/134469
阿甘妙世界,http://lunar.pm:8080/RandyJ/9876/134470
反斗家族,http://lunar.pm:8080/RandyJ/9876/134471
摩登原始人,http://lunar.pm:8080/RandyJ/9876/134472
狮子护卫队,http://lunar.pm:8080/RandyJ/9876/134473
布偶秀,http://lunar.pm:8080/RandyJ/9876/134474
飞天小女警,http://lunar.pm:8080/RandyJ/9876/134475
野性索恩伯里,http://lunar.pm:8080/RandyJ/9876/134476
托马斯小火车,http://lunar.pm:8080/RandyJ/9876/134477
猫和老鼠,http://lunar.pm:8080/RandyJ/9876/134478
咱们裸熊,http://lunar.pm:8080/RandyJ/9876/134479





美国 · SAMSUNG,#genre#

4UV ,https://d3qg1liq0unuxm.cloudfront.net/4UV.m3u8
ABC 20/20 ,https://d4bq78o8d5tf5.cloudfront.net/ABC_2020.m3u8
ABC新闻直播  [Geo-blocked],https://pb-0n3n2ej0w8pl9.akamaized.net/ABCNewsLive_Disney.m3u8
ACC数字网络 ,https://d53csymoczzde.cloudfront.net/ACC_Digital_Network.m3u8
天气频道NOW ,https://d1gldweznovt26.cloudfront.net/Accuweather.m3u8
家庭滑稽录像（阿尔丰索·里贝罗版） ,https://d1o5yzickeowpa.cloudfront.net/playlist.m3u8
异形国度（DUST） ,https://dqi7ayt2o24fn.cloudfront.net/playlist.m3u8
全纪实真人秀 ,https://d3kyucsyhwa3ht.cloudfront.net/All_Out_Reality.m3u8
美国搞笑家庭视频 ,https://d1mp1kdk5zi1ie.cloudfront.net/playlist.m3u8
美国测试厨房  [Geo-blocked],https://pb-zwcfuzg8t5abc.akamaized.net/Americas_Test_Kitchen.m3u8
美国罪案  [Geo-blocked],https://pb-kdyzf3w51y7oz.akamaized.net/master.m3u8
美国拾荒者（历史频道）  [Geo-blocked],https://pb-k9ikw6ov8z4qi.akamaized.net/American_Pickers_by_History.m3u8
动画+  [Geo-blocked],https://pb-ioe9d0fpkd6pp.akamaized.net/playlist.m3u8
鲨鱼宝宝TV ,https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US17000208H&channel_id=newid_346&tp=samsung_tvplus
幕后 ,https://d2ah48mnofquik.cloudfront.net/Backstage.m3u8
芭比和朋友 ,https://d1xqdnwy1bo05f.cloudfront.net/barb.m3u8
BBC戏剧  [Geo-blocked],https://pb-0ix3l1oxmg1fj.akamaized.net/playlist.m3u8
BBC地球  [Geo-blocked],https://pb-zjy36qhp8e8cz.akamaized.net/BBC_Earth_US.m3u8
BBC美食 ,https://d1e9r0b71zfwk7.cloudfront.net/playlist.m3u8
BBC家居与园艺 ,https://d11r33s5i066xh.cloudfront.net/playlist.m3u8
BBC新闻  [Geo-blocked],https://pb-iiczlgfysam0q.akamaized.net/v1/amcnetworks_bbcnews_1/samsungheadend_us/latest/main/hls/playlist.m3u8
海滩篝火氛围 ,https://d104o6d3ybbtr3.cloudfront.net/playlist.m3u8
beIN体育XTRA ,https://d9ssxzmclhfo4.cloudfront.net/bein_sports.m3u8
BET × 泰勒·佩里喜剧 ,https://d3vmpkkd3o2grv.cloudfront.net/playlist.m3u8
BET × 泰勒·佩里戏剧 ,https://doumbtmvnsp0z.cloudfront.net/playlist.m3u8
Big 12体育工作室 ,https://d18pj8s9gbivdq.cloudfront.net/The_Big_12.m3u8
公告牌TV ,https://d2zmd59prfyzho.cloudfront.net/Billboard_TV.m3u8
台球TV  [Geo-blocked],https://pb-wm04vonaerv0k.akamaized.net/billi.m3u8
传记：偶像 ,https://dkaiai6digij6.cloudfront.net/Lights_Legends_Icons.m3u8
布里皮 ,https://d2p70ev1g5q1aj.cloudfront.net/Blippi_SONO46.m3u8
彭博原创 ,https://d3qwwydnxv5vo9.cloudfront.net/v1/bloomberg_quicktake_3/samsungheadend_us/latest/main/hls/playlist.m3u8
彭博TV+ (2160p),https://d2d98ykcmmhgd4.cloudfront.net/v1/bloomberg_bloombergtv_2/samsungheadend_us/latest/main/hls/playlist.m3u8
好胃口 ,https://bonappetit-samsung.amagi.tv/playlist.m3u8
邦迪救援  [Geo-blocked],https://pb-xcqdiadvt1x0q.akamaized.net/playlist.m3u8
Bounce XL  [Geo-blocked],https://pb-xp0ozx9lyqeiv.akamaized.net/BounceXL_US.m3u8
捣蛋鬼TV ,https://brat-samsung-us.amagi.tv/playlist.m3u8
勇敢荒野 ,https://d95zc3i1pxhs7.cloudfront.net/playlist.m3u8
比舞大赛！  [Geo-blocked],https://pb-46i4usnz2g1z1.akamaized.net/Bring_It.m3u8
BritBox悬疑  [Geo-blocked],https://pb-ippotemhtglhp.akamaized.net/playlist.m3u8
BuzzFeed名人 ,https://d1gdoah3axw004.cloudfront.net/BuzzFeed_Celeb.m3u8
BuzzFeed美味 ,https://d2tlbbjop5ksk2.cloudfront.net/BuzzFeed_Tasty.m3u8
BuzzFeed未解之谜 ,https://d1727vwt6h9ghr.cloudfront.net/BuzzFeed_Unsolved.m3u8
杨百翰大学TV ,https://d13j8jpstr8iqz.cloudfront.net/BYUtv.m3u8
篝火氛围 ,https://d1bcz21zn68he1.cloudfront.net/playlist.m3u8
Canela.TV ,https://d3cx6yargdnl7q.cloudfront.net/canelatv.m3u8
实拍录像  [Geo-blocked],https://pb-chkjjtiael60a.akamaized.net/playlist.m3u8
CBC新闻 ,https://d2ny9lo79ujali.cloudfront.net/CBC_News_International.m3u8
接受挑战 ,https://d1vy897y7cwgcv.cloudfront.net/playlist.m3u8
出轨调查  [Geo-blocked],https://pb-yu0ylzo7vk8v4.akamaized.net/Cheaters_SONO39.m3u8
Cheddar新闻 ,https://wurlcheddar.global.transmit.live/hls/689ceac9301c34d3919676f3/v1/Cheddar/samsung_us/latest/main/hls/playlist.m3u8
圆圈 ,https://circle-samsung.amagi.tv/playlist.m3u8
清晰4K (2160p) [Geo-blocked],https://pb-qyrvophnifz47.akamaized.net/Clarity_4K.m3u8
悬案档案  [Geo-blocked],https://pb-ab2qxzv3xf291.akamaized.net/Cold_Case_Files.m3u8
喜剧动力 ,https://d3a5mry3t5fzw9.cloudfront.net/playlist.m3u8
柯南·奥布莱恩TV  [Geo-blocked],https://pb-nhrhhcia276e2.akamaized.net/Conan_OBrien_TV.m3u8
CJ ENM韩语剧集 ,https://d32e935uzaanj4.cloudfront.net/e66911c8_a9c5_4206_979f_1ad694dcb8ad/hls/playlist.m3u8
舒适氛围 ,https://d2tyl7oi9wycxs.cloudfront.net/playlist.m3u8
手工TV ,https://d2lgb18e46c3by.cloudfront.net/playlist.m3u8
卡特勒法庭 ,https://d19h40d1rxo1la.cloudfront.net/playlist.m3u8
CW永恒 ,https://d1sknsnbkyvie.cloudfront.net/playlist.m3u8
CW黄金 ,https://d1d726ny1vain2.cloudfront.net/playlist.m3u8
舞蹈妈妈  [Geo-blocked],https://pb-z02izgi68rhao.akamaized.net/Dance_Moms.m3u8
日界线24/7  [Geo-blocked],https://pb-cpf6bqkmt2btj.akamaized.net/master.m3u8
成交或不成交  [Geo-blocked],https://pb-gnznqq6l66wre.akamaized.net/Deal_or_No_Deal.m3u8
死亡谷岁月 ,https://d49k4i5y48mxv.cloudfront.net/SONO66.m3u8
达尔·曼TV ,https://d3p03mkvhnk6ll.cloudfront.net/playlist.m3u8
恐龙24/7 ,https://d3jxyaglfha0h3.cloudfront.net/Dinos_247.m3u8
纪录片+ ,https://d1kx9y4yhe8h6h.cloudfront.net/playlist.m3u8
赏金猎犬  [Geo-blocked],https://pb-f3c3g3zxfdxte.akamaized.net/DogTheBountyHunter_US.m3u8
狗语者  [Geo-blocked],https://pb-ffpxvjshv4rxx.akamaized.net/Dog_Whisperer_with_Cesar_Millan.m3u8
鸽子频道 ,https://d2v2e5kw14egus.cloudfront.net/playlist.m3u8
菲尔博士的MeritTV ,https://d9069ugodwkju.cloudfront.net/Merit_Street.m3u8
G医生法医 ,https://d3gjnizphdm6xi.cloudfront.net/Dr_G_Medical_Examiner_SONO15.m3u8
DraftKings网络 ,https://d2obyvq5go60aw.cloudfront.net/DraftKings_Network.m3u8
鸭王朝  [Geo-blocked],https://pb-mfmqu5e0fq1lb.akamaized.net/Duck_Dynasty.m3u8
狮门Ebony TV  [Geo-blocked],https://pb-6csswagmy4nat.akamaized.net/Ebony_TV_by_Lionsgate.m3u8
ElectricNOW  [Geo-blocked],https://pb-aexv6wqzkg929.akamaized.net/ElectricNOW.m3u8
埃梅里尔·拉加斯频道 ,https://d1ahlswyjfz32r.cloudfront.net/Emeril_Lagasse.m3u8
史诗园艺TV ,https://d310j9emjmcwry.cloudfront.net/playlist.m3u8
ESPN8 The Ocho ,https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8
埃斯特雷拉游戏 ,https://d3jx4o3w9313un.cloudfront.net/Estrella_Games.m3u8
埃斯特雷拉新闻 ,https://estrellanews-samsung-us.amagi.tv/playlist.m3u8
埃斯特雷拉TV ,https://d1accqs1infy2u.cloudfront.net/EstrellaTV.m3u8
FanDuel TV额外台 ,https://d1x2mlky5ieruz.cloudfront.net/v1/fanduelgroup_fandueltv_01/samsungheadend_us/latest/main/hls/playlist.m3u8
极限恐惧 ,https://d2y1l0qikd751h.cloudfront.net/Fear_Factor.m3u8
壁炉氛围4K (2160p) [Geo-blocked],https://pb-rhq7yj8tne4rm.akamaized.net/Fireplace_4K_SONO20.m3u8
FOX体育 ,https://d1jzu95oc8fgt3.cloudfront.net/FOX_Sports.m3u8
FOX天气  [Geo-blocked],https://pb-hum8cczphcrpf.akamaized.net/FOX_Weather.m3u8
FreeTV Estelar ,https://d38sud5af047z8.cloudfront.net/ftveu.m3u8
fubo体育网络 ,https://dnf08l6u6uxnz.cloudfront.net/master.m3u8
狩猎与钓鱼TV ,https://d32bh11mbsmi60.cloudfront.net/Game_Fish_TV.m3u8
Genie韩剧 ,https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US2000012KX&channel_id=newid_351&tp=samsung_tvplus
Genie韩国电影 ,https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=US200001137&channel_id=newid_350&tp=samsung_tvplus
高尔夫通行证 ,https://d2icntm6fhxrry.cloudfront.net/master.m3u8
Gravitas电影 ,https://d6dg3ebeih71x.cloudfront.net/Gravitas_Movies.m3u8
Grit Xtra  [Geo-blocked],https://pb-7k9tqpp5wqdnj.akamaized.net/Grit_Xtra_US.m3u8
哈格蒂（汽车） ,https://dqw6u0upa8l21.cloudfront.net/Hagerty.m3u8
Hallmark电影与更多  [Geo-blocked],https://pb-clwlfvkqpn19r.akamaized.net/Hallmark_Movies_&_More.m3u8
快乐儿童 ,https://dil9xdvretp0f.cloudfront.net/index.m3u8
惊悚TV ,https://d1ak5jijks54h1.cloudfront.net/Haunt_TV.m3u8
心之大地  [Geo-blocked],https://pb-a0c87g3b3mtrw.akamaized.net/Heartland.m3u8
地狱厨房  [Geo-blocked],https://pb-lf7eocnc8ua2e.akamaized.net/Hells_Kitchen_SONO10.m3u8
历史365  [Geo-blocked],https://pb-162j8hrspp1iq.akamaized.net/History_365.m3u8
历史与战争现在时 ,https://d1nzda2a2b3swt.cloudfront.net/History_Warfare_Now.m3u8
家居满溢 ,https://dn8a6xbnfncub.cloudfront.net/Homeful_US.m3u8
ALTER恐怖 ,https://d3opw4b2eztyyq.cloudfront.net/playlist.m3u8
辣鸡翅 ,https://d532j1ra4v4q9.cloudfront.net/SONO65.m3u8
风火轮行动 ,https://dtz4aepbew7ez.cloudfront.net/hotwh.m3u8
全职猎人 ,https://d190au8yjmla79.cloudfront.net/playlist.m3u8
深度访谈（格雷厄姆·本辛格） ,https://d3l6x4fdwxv0np.cloudfront.net/In_Depth_With_Graham_Bensinger.m3u8
A&E干预  [Geo-blocked],https://pb-5kduxc2en4kdz.akamaized.net/Intervention_by_AE.m3u8
InWonder ,https://amg00861-terninternation-inwonderushd-samsungus-gqtpa.amagi.tv/playlist/amg00861-terninternation-inwonderushd-samsungus/playlist.m3u8
ION  [Geo-blocked],https://pb-xhb3ic8b61whm.akamaized.net/Ion_US.m3u8
ION悬疑  [Geo-blocked],https://pb-usmbvsgwcg8pc.akamaized.net/Ion_Mystery_US.m3u8
ION Plus  [Geo-blocked],https://pb-tcsruiaw9dc0i.akamaized.net/Ion_Plus_US.m3u8
